amenity,latitude,longitude
school,51.3512705,6.7870353
school,51.3510484,6.7865689
school,51.2357602,6.7447659
school,51.2004226,6.6833263
school,51.2355659,6.7890355
school,51.2018865,6.6907186
school,51.2288793,6.7569292
school,51.2296497,6.7575006
school,51.1271773,6.7818719
school,51.2279037,6.7946658
school,51.2381826,6.6850759
school,51.2037292,6.8118921
school,51.2376011,6.7549275
school,51.203508,6.7786102
school,51.2621923,6.8076832
school,51.2069687,6.7920785
school,51.2154539,6.7887575
school,51.1703213,6.8372034
school,51.1649721,6.790303
school,51.2127474,6.7793804
school,51.2097296,6.7788073
school,51.2129439,6.781655
school,51.211869,6.7803313
school,51.2118519,6.7796887
school,51.1935375,6.7688278
school,51.2149797,6.7699684
school,51.2101399,6.7690826
school,51.2128736,6.7675127
school,51.2114009,6.7712934
school,51.2144249,6.7731611
school,51.2033421,6.791214
school,51.2062844,6.7903164
school,51.2040064,6.7886099
school,51.2080804,6.7651268
school,51.2241742,6.9035369
school,51.2407892,6.8245344
school,51.1787464,6.8615058
school,51.1762789,6.8638239
school,51.1832874,6.8624835
school,51.1917116,6.8599304
school,51.1517,6.8696252
school,51.154326,6.8828396
school,51.2238961,6.7900148
school,51.2231068,6.7708013
school,51.2343194,6.8139496
school,51.2436794,6.8177072
school,51.2452403,6.8182836
school,51.2430418,6.8123291
school,51.2458555,6.8198876
school,51.2495413,6.8093353
school,51.2519004,6.8086908
school,51.1449494,6.8890154
school,51.2561405,6.809374
school,51.1829345,6.6906036
school,51.2968877,6.8451724
school,51.2390181,6.7906785
school,51.2404047,6.6916752
school,51.2922837,6.8197097
school,51.166754,6.6928382
school,51.2307638,6.7185808
school,51.1711513,6.9302751
school,51.2218872,6.9150677
school,51.2751229,6.7828206
school,51.1672933,6.6929545
school,51.1669843,6.6924603
school,51.2660084,6.7554048
school,51.1708581,6.7232846
school,51.2263315,6.8005641
school,51.3054506,6.8197163
school,51.2849722,6.7959804
school,51.2413746,6.7759799
school,51.2420108,6.7860179
school,51.2395601,6.7844495
school,51.2679801,6.8256067
school,51.2891305,6.8524005
school,51.2939333,6.8571788
school,51.2314588,6.7996451
school,51.3020985,6.8538609
school,51.1391244,6.8205838
school,51.2980091,6.7413289
school,51.1897988,6.6951298
school,51.26707,6.8754603
school,51.2100652,6.8072991
school,51.2466644,6.6995552
school,51.3151082,6.7573371
school,51.1528842,6.7340284
school,51.1525999,6.7331865
school,51.1545073,6.700634
school,51.1403377,6.7011317
school,51.1238677,6.8461702
school,51.194237,6.7896881
school,51.3310593,6.906858
school,51.330985,6.9076022
school,51.3311678,6.9064569
school,51.3308153,6.9071933
school,51.3431834,6.8284185
school,51.3431105,6.8271425
school,51.3305928,6.8293884
school,51.3347653,6.8296445
school,51.331085,6.8245081
school,51.2058396,6.7415083
school,51.3504894,6.7112523
school,51.3282326,6.7846306
school,51.210973,6.8031888
school,51.1999596,6.9238998
school,51.1642424,6.9107083
school,51.2060038,6.7664591
school,51.1612044,6.7361372
school,51.1846842,6.9318772
school,51.2464037,6.8234991
school,51.1672305,6.8635464
school,51.275623,6.7375595
school,51.1917162,6.8370146
school,51.2258431,6.9099388
school,51.2270757,6.9097019
school,51.182739,6.6942024
school,51.1405939,6.752171
school,51.1653134,6.691874
school,51.1671855,6.6931969
school,51.2384069,6.7430733
school,51.2533105,6.6919838
school,51.2379263,6.7513293
school,51.2382422,6.7494282
school,51.326859,6.7378424
school,51.2300569,6.7729548
school,51.1629158,6.9092772
school,51.1998182,6.8349196
school,51.1793898,6.932054
school,51.1783068,6.9338074
school,51.2975461,6.8420904
school,51.3059131,6.7464226
school,51.221081,6.7777094
school,51.2219353,6.7759789
school,51.2758763,6.7827904
school,51.2587013,6.7592232
school,51.3021823,6.7382088
school,51.2288549,6.8066435
school,51.166359,6.6920858
school,51.2301098,6.8426032
school,51.2173545,6.6933204
school,51.2163985,6.9167679
school,51.1523602,6.7230221
school,51.197281,6.8478594
school,51.1305085,6.90564
school,51.1587379,6.8782368
school,51.2912833,6.7365027
school,51.307468,6.6844531
school,51.1642322,6.6900134
school,51.2591999,6.8135626
school,51.1699155,6.8067284
school,51.2434254,6.8602648
school,51.2348183,6.7868916
school,51.1672744,6.69346
school,51.1860591,6.8268083
school,51.1497309,6.8866823
bar,51.2220759,6.7865451
bar,51.2267128,6.7999777
bar,51.2262167,6.7736262
bar,51.19835,6.688914
bar,51.2956169,6.8466228
bar,51.2965081,6.8488618
bar,51.2027601,6.6925049
bar,51.2120917,6.7634057
bar,51.2124281,6.7696318
bar,51.2133774,6.752438
bar,51.2316475,6.7462906
bar,51.198157,6.6879498
bar,51.2281753,6.7733367
bar,51.220675,6.7995023
bar,51.221458,6.7982324
bar,51.2276077,6.7755566
bar,51.2245465,6.771638
bar,51.2268054,6.7727989
bar,51.2260129,6.7730096
bar,51.2293552,6.7750809
bar,51.2294225,6.7754479
bar,51.2443559,6.7832866
bar,51.2418994,6.7832782
bar,51.2401024,6.8018643
bar,51.2116952,6.8619949
bar,51.2265764,6.7723857
bar,51.2282881,6.8030121
bar,51.2121227,6.7640123
bar,51.2062799,6.7772213
bar,51.2185893,6.7874925
bar,51.2978274,6.8514524
bar,51.2106963,6.7693413
bar,51.2196367,6.7647762
bar,51.2115867,6.8009046
bar,51.2296258,6.816135
bar,51.2222736,6.7917395
bar,51.2112359,6.7852666
bar,51.2116711,6.783355
bar,51.207128,6.7764358
bar,51.2151708,6.7575602
bar,51.2282206,6.7733214
bar,51.199996,6.6901344
bar,51.2382279,6.782595
bar,51.2033624,6.7827496
bar,51.1682134,6.9293187
bar,51.2249125,6.7716659
bar,51.2110393,6.8085454
bar,51.1672323,6.9337956
bar,51.2301284,6.775474
bar,51.2266465,6.7705199
bar,51.2030092,6.6923673
bar,51.1979067,6.6939022
bar,51.2108917,6.7764906
bar,51.2469767,6.7709686
bar,51.2250243,6.7703442
bar,51.2269638,6.7814143
bar,51.225798,6.7783139
bar,51.2110229,6.7680299
bar,51.2065601,6.7527647
bar,51.212776,6.7699166
bar,51.227021,6.8146384
bar,51.1663172,6.9316963
bar,51.2169025,6.753428
bar,51.2393759,6.7790694
bar,51.2266377,6.7723913
bar,51.2282392,6.7749663
bar,51.2412261,6.8023762
bar,51.2176395,6.780911
bar,51.2337683,6.7903782
bar,51.2330585,6.7786551
bar,51.229493,6.7759392
bar,51.2182643,6.7878789
bar,51.2187736,6.7858614
bar,51.2141378,6.7857442
bar,51.2269667,6.775491
bar,51.2445914,6.6986151
bar,51.26192,6.8110258
bar,51.2250678,6.7725629
bar,51.3324971,6.8314946
bar,51.1980839,6.691154
bar,51.2502655,6.7333958
cafe,51.2217435,6.7874644
cafe,51.2217902,6.787331
cafe,51.2243242,6.7961707
cafe,51.2096404,6.8287881
cafe,51.2170121,6.7932466
cafe,51.2151029,6.7956797
cafe,51.2013658,6.7860413
cafe,51.2213018,6.8083088
cafe,51.1427677,6.8957785
cafe,51.1622417,6.8754349
cafe,51.1637011,6.8726058
cafe,51.1640434,6.8733927
cafe,51.2156849,6.7881515
cafe,51.2273389,6.7866846
cafe,51.1684501,6.6856745
cafe,51.1980732,6.6935471
cafe,51.2013248,6.68713
cafe,51.1831823,6.9249789
cafe,51.170195,6.9049073
cafe,51.2520266,6.6905413
cafe,51.2525524,6.6928769
cafe,51.169223,6.9358823
cafe,51.1634612,6.8712744
cafe,51.2010918,6.6868794
cafe,51.1982596,6.692643
cafe,51.2186803,6.7829375
cafe,51.2079454,6.8308138
cafe,51.2099492,6.8603085
cafe,51.198517,6.6928665
cafe,51.2316974,6.8118176
cafe,51.2003957,6.9132067
cafe,51.2305888,6.7951872
cafe,51.1426607,6.8952021
cafe,51.2148215,6.8050053
cafe,51.223456,6.8642676
cafe,51.2240456,6.8641692
cafe,51.2243534,6.8639339
cafe,51.2247171,6.8635986
cafe,51.2200125,6.8654712
cafe,51.211117,6.807866
cafe,51.2121978,6.8074021
cafe,51.1994695,6.6932169
cafe,51.2421516,6.7921413
cafe,51.2365364,6.7938924
cafe,51.1789224,6.858993
cafe,51.220352,6.8161136
cafe,51.2368059,6.8599201
cafe,51.2191175,6.7949534
cafe,51.2963613,6.85094
cafe,51.2964396,6.8477463
cafe,51.1635939,6.8744501
cafe,51.238111,6.7334697
cafe,51.2136036,6.7657686
cafe,51.2314049,6.7596209
cafe,51.2262299,6.78096
cafe,51.2213658,6.7926669
cafe,51.1444561,6.8980629
cafe,51.1986463,6.7701635
cafe,51.2142401,6.7548087
cafe,51.2179396,6.7617689
cafe,51.2159096,6.794208
cafe,51.2002978,6.8388393
cafe,51.2370476,6.8608922
cafe,51.2356032,6.8615302
cafe,51.2259362,6.783065
cafe,51.2194368,6.7941659
cafe,51.2199047,6.7937834
cafe,51.2190501,6.7815665
cafe,51.2282366,6.7871052
cafe,51.1648111,6.8740875
cafe,51.1653759,6.874316
cafe,51.1811429,6.8665472
cafe,51.1885483,6.7945848
cafe,51.2017591,6.6883775
cafe,51.1874347,6.7973671
cafe,51.1859183,6.8613998
cafe,51.1802925,6.8621759
cafe,51.2349506,6.7897509
cafe,51.1584779,6.6931746
cafe,51.2030207,6.6848571
cafe,51.2032079,6.6847785
cafe,51.228636,6.8037169
cafe,51.1805341,6.9266041
cafe,51.3008142,6.7389686
cafe,51.1415464,6.9033773
cafe,51.1965381,6.6848305
cafe,51.2377057,6.789698
cafe,51.1948505,6.8349403
cafe,51.2852827,6.7844493
cafe,51.24895,6.7978
cafe,51.2175645,6.7704948
cafe,51.1757624,6.8336117
cafe,51.1899689,6.8170168
cafe,51.1886764,6.8181341
cafe,51.17756,6.8549235
cafe,51.1866189,6.818783
cafe,51.1841254,6.8227028
cafe,51.1994581,6.84453
cafe,51.2112942,6.8077396
cafe,51.2114763,6.8098672
cafe,51.2225636,6.9103741
cafe,51.2140497,6.755948
cafe,51.2315802,6.7832083
cafe,51.3275997,6.9030924
cafe,51.1627686,6.8741498
cafe,51.2243009,6.7699348
cafe,51.2224838,6.7694709
cafe,51.2238456,6.7738773
cafe,51.2216536,6.7743288
cafe,51.1942806,6.8243172
cafe,51.1990637,6.7815034
cafe,51.1984003,6.7804006
cafe,51.2257117,6.7762575
cafe,51.2233439,6.773113
cafe,51.2014551,6.7192689
cafe,51.2263135,6.7742999
cafe,51.2261148,6.7726013
cafe,51.2259452,6.7724262
cafe,51.2262958,6.7758692
cafe,51.2427407,6.7820729
cafe,51.2443187,6.7867481
cafe,51.242185,6.7836491
cafe,51.210734,6.7784612
cafe,51.2211061,6.9092297
cafe,51.2382801,6.7836507
cafe,51.2447353,6.7878211
cafe,51.2233635,6.80455
cafe,51.1875074,6.7955741
cafe,51.2372401,6.8019743
cafe,51.2251322,6.7700083
cafe,51.2249299,6.7698832
cafe,51.211208,6.7847831
cafe,51.212529,6.7848871
cafe,51.2397527,6.7787735
cafe,51.2386659,6.8013887
cafe,51.2198946,6.7808173
cafe,51.1820097,6.8627807
cafe,51.1650207,6.8738883
cafe,51.2116101,6.8101275
cafe,51.2977491,6.8521255
cafe,51.1687279,6.9351821
cafe,51.168794,6.9337435
cafe,51.2753994,6.786148
cafe,51.1652417,6.873439
cafe,51.2310214,6.7516024
cafe,51.2292433,6.8141513
cafe,51.1253292,6.785995
cafe,51.1673877,6.9292988
cafe,51.21881,6.7952754
cafe,51.214288,6.7970574
cafe,51.3010185,6.7404217
cafe,51.1790943,6.7157457
cafe,51.238739,6.779593
cafe,51.2377898,6.8006593
cafe,51.253039,6.6946006
cafe,51.2978419,6.8512239
cafe,51.1965364,6.6933401
cafe,51.2362659,6.7294187
cafe,51.231778,6.7480442
cafe,51.2305335,6.7462509
cafe,51.2175012,6.7970721
cafe,51.2247124,6.7754585
cafe,51.3349382,6.8333441
cafe,51.333303,6.8295481
cafe,51.2154725,6.7765068
cafe,51.190706,6.7928388
cafe,51.1878988,6.8188046
cafe,51.1881255,6.8216948
cafe,51.168259,6.9353073
cafe,51.2236242,6.77953
cafe,51.2016943,6.7767895
cafe,51.2786446,6.8578864
cafe,51.2036861,6.7629678
cafe,51.2148578,6.7960397
cafe,51.2167798,6.7940493
cafe,51.2160757,6.7955417
cafe,51.1524808,6.7354397
cafe,51.2370878,6.7798538
cafe,51.2399588,6.7785943
cafe,51.2067845,6.7783847
cafe,51.2167748,6.7770029
cafe,51.2198891,6.7667409
cafe,51.3304165,6.9095744
cafe,51.2260843,6.7823082
cafe,51.176943,6.831224
cafe,51.177296,6.8306687
cafe,51.1782063,6.8293524
cafe,51.2017304,6.7866584
cafe,51.22273,6.774372
cafe,51.2124545,6.7673916
cafe,51.2368335,6.8564189
cafe,51.2980195,6.8519239
cafe,51.2971942,6.8502915
cafe,51.2110754,6.7822981
cafe,51.2144539,6.7866739
cafe,51.2131981,6.7892526
cafe,51.1915327,6.8151606
cafe,51.2790704,6.7647665
cafe,51.2399951,6.7189236
cafe,51.211954,6.764134
cafe,51.212317,6.7634793
cafe,51.3502005,6.8412149
cafe,51.2247836,6.7879418
cafe,51.2271706,6.7804854
cafe,51.2087641,6.8075933
cafe,51.2367504,6.7788545
cafe,51.235973,6.7321089
cafe,51.1997607,6.7538336
cafe,51.2355878,6.7854145
cafe,51.2225205,6.7876467
cafe,51.1904982,6.7941571
cafe,51.1880179,6.8220656
cafe,51.2625549,6.8102795
cafe,51.2137277,6.7720886
cafe,51.2416882,6.7822058
cafe,51.1691675,6.9386178
cafe,51.1675607,6.9308188
cafe,51.2322224,6.7202385
cafe,51.2322128,6.7206865
cafe,51.2509569,6.7801781
cafe,51.2234692,6.7733284
cafe,51.2218581,6.7855995
cafe,51.1689244,6.9362428
cafe,51.2336977,6.8243353
cafe,51.2260663,6.7870004
cafe,51.2282451,6.8102869
cafe,51.1686319,6.9325884
cafe,51.2377352,6.8225275
cafe,51.2238668,6.7730556
cafe,51.2850604,6.8732974
cafe,51.3289791,6.7807856
cafe,51.2321249,6.7456192
cafe,51.1619923,6.8721568
cafe,51.2133628,6.8231365
cafe,51.2063791,6.8327821
cafe,51.2087947,6.8298954
cafe,51.2247003,6.7767104
cafe,51.1686823,6.9359298
cafe,51.2259059,6.7765137
cafe,51.2219507,6.7736329
cafe,51.2260378,6.773839
cafe,51.2262954,6.7721065
cafe,51.2253646,6.7800028
cafe,51.2249733,6.7711404
cafe,51.2213317,6.7810031
cafe,51.1681939,6.9238773
cafe,51.1679077,6.9217127
cafe,51.2332792,6.7721489
cafe,51.2231904,6.7727799
cafe,51.2172105,6.7770115
cafe,51.1674984,6.9313434
cafe,51.2110232,6.7768407
cafe,51.2254372,6.7803535
cafe,51.215773,6.7789023
cafe,51.2976054,6.8494126
cafe,51.2464054,6.7793646
cafe,51.2273495,6.8120609
cafe,51.2093531,6.8290663
cafe,51.2981998,6.8485284
cafe,51.2228147,6.7817964
cafe,51.2382892,6.7325291
cafe,51.2567595,6.7486037
cafe,51.2259804,6.872632
cafe,51.2373367,6.8578269
cafe,51.213354,6.8241389
cafe,51.1991602,6.8443167
cafe,51.1950521,6.8841392
cafe,51.2125007,6.7746378
cafe,51.2150583,6.7769681
cafe,51.2182167,6.7657797
cafe,51.2170666,6.7654048
cafe,51.2107753,6.7740324
cafe,51.2112077,6.7661745
cafe,51.2109686,6.766094
cafe,51.2671074,6.8271699
cafe,51.1976254,6.8027916
cafe,51.181089,6.8547846
cafe,51.1922294,6.792933
cafe,51.3014421,6.7372914
cafe,51.2492789,6.7888803
cafe,51.216927,6.8038184
cafe,51.243536,6.7828542
cafe,51.1680323,6.929664
cafe,51.2285226,6.8143376
cafe,51.2283684,6.8149376
cafe,51.2219003,6.9124736
cafe,51.2277082,6.8019919
cafe,51.2140051,6.7849022
cafe,51.2393711,6.7808245
cafe,51.2393943,6.7797431
cafe,51.2216599,6.7917379
cafe,51.2199392,6.7795427
cafe,51.2254153,6.7882078
cafe,51.2290578,6.8081297
cafe,51.2156057,6.8027747
cafe,51.2231505,6.7727775
cafe,51.2285399,6.775032
cafe,51.2277883,6.7740832
cafe,51.198317,6.6912056
cafe,51.2401935,6.7823973
cafe,51.1616381,6.8745292
cafe,51.2150585,6.7866135
cafe,51.2069203,6.8217948
cafe,51.2273843,6.7710119
cafe,51.2224226,6.7900836
cafe,51.2235458,6.7710775
cafe,51.2197956,6.7894864
cafe,51.2253197,6.7798812
cafe,51.236939,6.7978207
cafe,51.2196331,6.8239186
cafe,51.2405117,6.7756851
cafe,51.2273902,6.7027304
cafe,51.2253868,6.8057247
cafe,51.2490932,6.7894069
cafe,51.2125767,6.7912598
cafe,51.241223,6.7276394
cafe,51.1996997,6.6925817
cafe,51.2149202,6.8014429
cafe,51.2245335,6.7735828
cafe,51.2285193,6.791183
cafe,51.2243844,6.7876556
cafe,51.312904,6.8210089
cafe,51.1682947,6.9316301
cafe,51.2497845,6.7343962
cafe,51.2130863,6.8059769
cafe,51.2389092,6.8016939
cafe,51.22406,6.7913364
cafe,51.164128,6.8723623
cafe,51.1676427,6.9337472
cafe,51.3009043,6.7389838
cafe,51.2269571,6.8091336
cafe,51.2415919,6.6832741
cafe,51.2240766,6.7754384
cafe,51.2007413,6.8381752
cafe,51.2213975,6.7982921
cafe,51.214734,6.7666029
cafe,51.2848767,6.8733993
cafe,51.2775713,6.7653659
cafe,51.2251796,6.7819567
cafe,51.2632146,6.8167924
cafe,51.2104373,6.7829505
cafe,51.2379118,6.7789459
cafe,51.2987546,6.8573364
cafe,51.1960922,6.695548
cafe,51.2229907,6.7727582
cafe,51.3053839,6.8149272
cafe,51.1782025,6.754786
cafe,51.2273599,6.8014846
cafe,51.2122068,6.7640392
cafe,51.2082603,6.7607314
cafe,51.2215058,6.7835675
cafe,51.229417,6.8136468
cafe,51.2431512,6.7132035
cafe,51.2423994,6.7898749
cafe,51.1444686,6.8987213
cafe,51.2951573,6.8686552
cafe,51.2390225,6.7522176
cafe,51.1958474,6.7691453
cafe,51.2259779,6.7760905
cafe,51.227001,6.7760514
cafe,51.3473684,6.7785598
cafe,51.1672089,6.7268729
cafe,51.2434085,6.7131241
cafe,51.2324617,6.7217284
cafe,51.2271684,6.8093593
cafe,51.214869,6.6932407
cafe,51.200169,6.689099
cafe,51.2282465,6.7874771
cafe,51.2965516,6.8676637
cafe,51.1990942,6.788364
cafe,51.1982069,6.6928635
cafe,51.2300368,6.7814189
cafe,51.2213279,6.7926653
cafe,51.2621749,6.8115323
cafe,51.2147896,6.7671201
cafe,51.2846495,6.9178422
cafe,51.1654471,6.9303
cafe,51.1559625,6.9063644
cafe,51.2028009,6.684004
cafe,51.1857344,6.6926664
cafe,51.2429746,6.6842244
cafe,51.2386661,6.6946738
cafe,51.1969982,6.694956
cafe,51.1565626,6.7263872
cafe,51.1710168,6.7028357
cafe,51.202347,6.7710558
cafe,51.3528139,6.6828845
cafe,51.1939951,6.6928218
cafe,51.138705,6.7046073
cafe,51.1362052,6.8010396
cafe,51.3247029,6.8147362
cafe,51.2256296,6.7767841
cafe,51.2319924,6.751359
cafe,51.1919289,6.9362208
fast_food,51.2216682,6.7869771
fast_food,51.2213042,6.7940044
fast_food,51.2284568,6.8138018
fast_food,51.2296726,6.8071858
fast_food,51.2129975,6.8126814
fast_food,51.2235133,6.7961565
fast_food,51.2239046,6.7953987
fast_food,51.2232537,6.7951929
fast_food,51.2231675,6.7951313
fast_food,51.2230835,6.7950585
fast_food,51.2246618,6.7962976
fast_food,51.2151981,6.7916771
fast_food,51.2112241,6.7856074
fast_food,51.2222398,6.8034525
fast_food,51.2236004,6.8042512
fast_food,51.2131939,6.8064937
fast_food,51.1803776,6.8621296
fast_food,51.1320476,6.9081076
fast_food,51.226207,6.7751987
fast_food,51.1925784,6.7967748
fast_food,51.2369595,6.8616905
fast_food,51.19908,6.8468653
fast_food,51.2197962,6.8655176
fast_food,51.2346678,6.8177083
fast_food,51.1380191,6.8993346
fast_food,51.1690537,6.685014
fast_food,51.168729,6.6849032
fast_food,51.172212,6.6863447
fast_food,51.353379,6.9315586
fast_food,51.2086708,6.7778562
fast_food,51.204135,6.77248
fast_food,51.2010636,6.7628284
fast_food,51.2048064,6.7710193
fast_food,51.2229678,6.7949735
fast_food,51.2396647,6.7812697
fast_food,51.2107978,6.7781302
fast_food,51.1977376,6.6905466
fast_food,51.2012806,6.6830906
fast_food,51.2025307,6.6850187
fast_food,51.1687641,6.6855307
fast_food,51.2311266,6.6855982
fast_food,51.1755555,6.9397606
fast_food,51.2232023,6.6927717
fast_food,51.1985557,6.6917939
fast_food,51.1263595,6.7319027
fast_food,51.166795,6.9259163
fast_food,51.2204979,6.7926594
fast_food,51.2151384,6.8379802
fast_food,51.2280879,6.7878655
fast_food,51.2337918,6.7925067
fast_food,51.2319444,6.7473582
fast_food,51.2081227,6.8300954
fast_food,51.1933928,6.8567093
fast_food,51.2418697,6.8297009
fast_food,51.241701,6.826858
fast_food,51.1424588,6.8955564
fast_food,51.2242748,6.8640228
fast_food,51.2317161,6.859967
fast_food,51.161257,6.8764796
fast_food,51.2233674,6.8651102
fast_food,51.2090238,6.8077829
fast_food,51.2128285,6.8068255
fast_food,51.2369825,6.791263
fast_food,51.1694518,6.6850913
fast_food,51.2899501,6.8101786
fast_food,51.2964457,6.8500855
fast_food,51.2375756,6.7337508
fast_food,51.2597491,6.7551395
fast_food,51.2157257,6.7584436
fast_food,51.2380198,6.7983446
fast_food,51.178526,6.7397953
fast_food,51.2208312,6.7920171
fast_food,51.2209555,6.7921747
fast_food,51.1440135,6.898649
fast_food,51.1650424,6.8735198
fast_food,51.2184831,6.77653
fast_food,51.2261498,6.8620509
fast_food,51.2469458,6.7783742
fast_food,51.2470101,6.7783029
fast_food,51.2470386,6.7782694
fast_food,51.2510793,6.7814658
fast_food,51.2263867,6.7751985
fast_food,51.2016297,6.6831175
fast_food,51.2021218,6.6837182
fast_food,51.2197904,6.794105
fast_food,51.2987942,6.853739
fast_food,51.2194096,6.7940909
fast_food,51.2194867,6.7940093
fast_food,51.2191932,6.7948789
fast_food,51.2198565,6.7938907
